onset	duration	response_time
11.8	n/a	0.197
16.2	n/a	0.210
19.7	n/a	0.799
26.6	n/a	0.179
31.1	n/a	0.194
35.3	n/a	0.225
38.7	n/a	0.189
45.3	n/a	0.195
52.6	n/a	0.179
57.4	n/a	0.197
64.6	n/a	0.001
66.7	n/a	0.433
70.7	n/a	0.204
79.4	n/a	0.194
84.0	n/a	0.707
89.3	n/a	0.242
99.4	n/a	0.440
102.5	n/a	0.235
112.8	n/a	0.359
116.2	n/a	0.252
121.2	n/a	0.180
124.0	n/a	0.218
130.9	n/a	0.001
132.9	n/a	0.504
141.7	n/a	0.212
146.0	n/a	0.206
152.3	n/a	0.252
155.8	n/a	0.246
160.7	n/a	0.187
169.4	n/a	0.207
175.2	n/a	0.203
183.7	n/a	0.186
192.7	n/a	0.184
197.7	n/a	0.225
201.6	n/a	0.222
208.6	n/a	0.001
209.8	n/a	0.199
218.3	n/a	0.189
224.4	n/a	0.195
229.2	n/a	0.221
232.7	n/a	0.548
241.5	n/a	0.232
244.6	n/a	0.278
251.5	n/a	0.212
257.7	n/a	0.195
267.1	n/a	0.240
271.5	n/a	0.211
274.4	n/a	0.536
281.6	n/a	0.201
285.0	n/a	0.266
290.5	n/a	0.340
295.5	n/a	0.001
