onset	duration	response_time
8.5	n/a	0.242
18.3	n/a	0.252
23.5	n/a	0.271
27.5	n/a	0.239
34.3	n/a	0.255
41.6	n/a	0.213
49.5	n/a	0.285
57.7	n/a	0.423
62.1	n/a	0.256
67.0	n/a	0.298
71.2	n/a	0.254
74.4	n/a	0.303
84.2	n/a	0.244
93.2	n/a	0.279
102.2	n/a	0.262
111.3	n/a	0.263
117.6	n/a	0.256
122.4	n/a	0.252
128.5	n/a	0.240
136.3	n/a	0.223
139.7	n/a	0.235
142.7	n/a	0.283
149.1	n/a	0.264
156.3	n/a	0.227
160.7	n/a	0.266
169.1	n/a	0.255
175.2	n/a	0.297
184.3	n/a	0.270
191.0	n/a	0.296
195.2	n/a	0.258
198.6	n/a	0.359
207.9	n/a	0.239
217.5	n/a	0.284
224.5	n/a	0.272
231.2	n/a	0.244
237.0	n/a	0.235
243.6	n/a	0.219
247.3	n/a	0.306
250.0	n/a	0.246
256.4	n/a	0.216
264.3	n/a	0.001
267.6	n/a	2.239
274.9	n/a	0.394
278.5	n/a	0.382
283.7	n/a	0.370
290.0	n/a	0.345
298.6	n/a	0.449
