onset	duration	response_time
12.6	n/a	0.365
19.4	n/a	0.328
26.1	n/a	0.324
36.3	n/a	0.319
43.3	n/a	0.334
51.2	n/a	0.325
56.5	n/a	0.380
59.7	n/a	0.359
66.2	n/a	0.306
69.7	n/a	0.436
78.1	n/a	0.305
85.3	n/a	0.316
93.6	n/a	0.438
100.7	n/a	0.329
110.5	n/a	0.375
119.7	n/a	0.428
126.1	n/a	0.354
129.4	n/a	0.588
133.7	n/a	0.325
139.7	n/a	0.315
145.1	n/a	0.407
154.1	n/a	0.350
159.8	n/a	0.344
164.2	n/a	0.302
167.8	n/a	0.354
172.6	n/a	0.308
177.9	n/a	0.306
183.4	n/a	0.322
192.8	n/a	0.325
197.1	n/a	0.382
201.7	n/a	0.356
205.6	n/a	0.325
214.8	n/a	0.284
222.3	n/a	0.393
228.9	n/a	0.377
233.8	n/a	0.354
241.2	n/a	0.369
249.3	n/a	0.304
258.2	n/a	0.354
265.1	n/a	0.396
275.4	n/a	0.381
285.7	n/a	0.460
289.0	n/a	0.704
291.9	n/a	0.351
