onset	duration	response_time
10.9	n/a	0.314
17.3	n/a	0.243
24.1	n/a	0.235
29.7	n/a	0.224
37.9	n/a	0.232
46.1	n/a	0.234
50.3	n/a	1.547
59.6	n/a	2.717
67.0	n/a	0.235
69.7	n/a	0.452
72.6	n/a	0.241
79.9	n/a	0.243
86.0	n/a	0.243
93.3	n/a	0.250
97.6	n/a	0.309
103.6	n/a	0.231
106.4	n/a	0.645
109.0	n/a	0.202
115.1	n/a	0.217
118.9	n/a	0.286
123.7	n/a	0.234
133.8	n/a	0.244
144.0	n/a	0.294
147.5	n/a	0.287
155.3	n/a	0.278
161.0	n/a	0.257
164.6	n/a	0.293
174.7	n/a	0.277
183.1	n/a	1.230
190.5	n/a	0.219
198.2	n/a	0.241
204.5	n/a	0.234
207.0	n/a	0.375
210.0	n/a	0.253
216.1	n/a	0.248
225.1	n/a	0.265
234.2	n/a	0.268
240.4	n/a	0.282
248.4	n/a	0.224
254.2	n/a	0.766
259.8	n/a	0.283
269.0	n/a	0.234
277.8	n/a	0.291
285.6	n/a	0.221
290.2	n/a	0.272
295.8	n/a	0.364
