onset	duration	response_time
10.5	n/a	0.199
14.8	n/a	0.242
22.2	n/a	0.215
29.5	n/a	0.216
35.8	n/a	0.239
44.1	n/a	0.242
50.0	n/a	0.247
57.7	n/a	0.215
66.7	n/a	0.238
71.7	n/a	0.250
81.5	n/a	0.234
91.4	n/a	0.220
100.6	n/a	0.235
105.8	n/a	0.293
111.5	n/a	0.209
117.2	n/a	0.226
119.7	n/a	0.358
125.3	n/a	0.218
131.4	n/a	0.288
136.4	n/a	0.248
146.3	n/a	0.250
151.5	n/a	0.253
160.6	n/a	0.241
164.3	n/a	0.313
171.3	n/a	0.210
176.3	n/a	0.241
183.4	n/a	0.229
191.0	n/a	0.208
194.3	n/a	0.294
201.9	n/a	0.233
204.7	n/a	0.353
213.4	n/a	0.233
223.2	n/a	0.208
233.2	n/a	0.243
241.4	n/a	0.259
250.2	n/a	0.234
258.4	n/a	0.239
261.8	n/a	0.375
267.6	n/a	0.266
271.4	n/a	0.247
277.1	n/a	0.250
281.1	n/a	0.271
285.2	n/a	0.232
292.7	n/a	0.224
296.6	n/a	0.290
