onset	duration	response_time
8.7	n/a	0.203
18.0	n/a	0.196
24.6	n/a	0.186
28.8	n/a	0.240
31.2	n/a	0.273
39.5	n/a	0.213
48.1	n/a	0.224
52.2	n/a	0.401
57.9	n/a	0.219
63.2	n/a	0.184
68.4	n/a	0.222
71.7	n/a	0.285
76.3	n/a	0.189
86.4	n/a	0.183
93.5	n/a	0.191
98.0	n/a	0.295
105.4	n/a	0.205
115.0	n/a	0.188
118.6	n/a	0.384
122.9	n/a	0.335
130.5	n/a	0.225
139.9	n/a	0.194
148.9	n/a	0.218
157.4	n/a	0.225
166.5	n/a	0.212
175.5	n/a	0.229
184.1	n/a	0.242
194.1	n/a	0.198
204.1	n/a	0.257
213.6	n/a	0.223
218.7	n/a	0.231
221.7	n/a	0.209
231.6	n/a	0.199
238.1	n/a	0.220
241.5	n/a	0.248
249.3	n/a	0.169
252.3	n/a	0.344
257.6	n/a	0.262
260.1	n/a	0.333
267.0	n/a	0.204
275.7	n/a	0.218
280.8	n/a	0.216
283.9	n/a	0.220
292.4	n/a	0.221
301.7	n/a	0.232
309.3	n/a	0.208
317.5	n/a	0.226
324.6	n/a	0.222
329.1	n/a	0.210
337.1	n/a	0.204
343.7	n/a	0.230
350.7	n/a	0.231
355.0	n/a	0.249
358.7	n/a	0.209
363.8	n/a	0.245
370.6	n/a	0.202
375.0	n/a	0.252
385.0	n/a	0.220
389.8	n/a	0.288
396.4	n/a	0.209
399.3	n/a	0.310
403.6	n/a	0.218
411.9	n/a	0.200
420.8	n/a	0.226
428.0	n/a	0.199
434.2	n/a	0.273
439.0	n/a	0.268
449.0	n/a	0.205
452.8	n/a	0.250
457.5	n/a	0.220
466.4	n/a	0.218
474.7	n/a	0.191
478.9	n/a	0.202
486.3	n/a	0.222
491.8	n/a	0.201
496.1	n/a	0.246
502.5	n/a	0.215
510.2	n/a	0.182
515.8	n/a	0.219
524.0	n/a	0.223
534.2	n/a	0.187
543.1	n/a	0.215
549.2	n/a	0.220
557.7	n/a	0.228
567.1	n/a	0.216
575.5	n/a	0.231
581.3	n/a	0.245
584.9	n/a	0.322
593.0	n/a	0.222
598.6	n/a	0.243
