onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.861	04:37:37	1	11331	1	1	2	7	8	n/a	n/a	n/a	n/a	n/a	n/a	7,1	1
5.0	n/a	4.329	04:37:42	1	25133	2	2	6	9	8	4	14	3	16	n/a	n/a	13,2	1
19.0	n/a	4.535	04:37:56	1	39155	3	3	6	11	10	12	5	13	7	n/a	n/a	12,3	1
33.0	n/a	1.295	04:38:10	1	44299	4	4	2	8	7	n/a	n/a	n/a	n/a	n/a	n/a	16,2	1
38.0	n/a	1.789	04:38:15	1	49933	5	5	2	3	14	n/a	n/a	n/a	n/a	n/a	n/a	3,1	1
44.0	n/a	1.218	04:38:21	1	54992	6	6	2	9	10	n/a	n/a	n/a	n/a	n/a	n/a	14,1	1
49.0	n/a	1.324	04:38:26	1	65782	7	7	6	3	8	16	4	14	11	n/a	n/a	10,6	1
60.0	n/a	1.892	04:38:37	1	71516	8	8	2	8	10	n/a	n/a	n/a	n/a	n/a	n/a	7,1	1
65.0	n/a	2.177	04:38:42	1	83154	9	9	6	10	15	1	16	2	9	n/a	n/a	15,2	0
77.0	n/a	1.394	04:38:54	1	94007	10	10	6	10	11	6	14	13	2	n/a	n/a	4,1	1
88.0	n/a	2.362	04:39:05	1	105842	11	11	6	9	15	6	2	7	1	n/a	n/a	15,2	0
100.0	n/a	1.101	04:39:17	1	110801	12	12	2	2	7	n/a	n/a	n/a	n/a	n/a	n/a	16,2	1
