onset	duration	response_time
14.8	n/a	0.272
22.0	n/a	0.242
26.1	n/a	0.252
28.5	n/a	0.359
31.2	n/a	0.273
38.0	n/a	0.255
46.7	n/a	0.329
55.1	n/a	0.231
65.3	n/a	0.238
71.7	n/a	0.317
78.8	n/a	0.281
84.3	n/a	0.265
94.0	n/a	0.337
98.6	n/a	0.376
104.4	n/a	0.291
109.9	n/a	0.282
118.1	n/a	0.252
128.4	n/a	0.439
133.6	n/a	0.326
139.8	n/a	0.298
147.2	n/a	0.358
149.7	n/a	0.406
157.1	n/a	0.342
164.6	n/a	0.226
174.9	n/a	0.289
184.8	n/a	0.304
193.6	n/a	0.219
197.1	n/a	0.341
203.7	n/a	0.264
211.2	n/a	0.255
219.5	n/a	0.277
225.2	n/a	0.291
228.9	n/a	0.441
233.4	n/a	0.476
239.1	n/a	0.281
243.3	n/a	0.250
245.8	n/a	0.310
248.9	n/a	0.296
252.4	n/a	0.262
259.2	n/a	0.258
266.2	n/a	0.346
274.8	n/a	0.256
281.2	n/a	0.343
288.7	n/a	0.278
294.8	n/a	0.276
298.7	n/a	0.423
