onset	duration	response_time
15.7	n/a	0.238
25.6	n/a	0.223
32.8	n/a	0.248
42.6	n/a	0.230
52.0	n/a	0.285
59.5	n/a	0.202
64.1	n/a	0.240
67.3	n/a	0.209
76.0	n/a	0.227
79.9	n/a	0.375
82.4	n/a	0.330
88.0	n/a	0.211
94.6	n/a	0.196
104.4	n/a	0.205
110.1	n/a	0.376
115.5	n/a	0.346
120.6	n/a	0.205
127.9	n/a	0.217
132.8	n/a	0.280
141.6	n/a	0.250
149.6	n/a	0.213
153.1	n/a	0.340
162.3	n/a	0.229
170.6	n/a	0.238
175.8	n/a	0.285
183.4	n/a	0.294
189.0	n/a	0.302
195.4	n/a	0.225
199.8	n/a	0.226
205.7	n/a	0.001
207.3	n/a	0.580
214.0	n/a	0.287
221.3	n/a	0.234
228.9	n/a	0.224
236.3	n/a	0.228
239.9	n/a	0.242
249.4	n/a	0.424
252.5	n/a	0.515
260.4	n/a	0.271
265.4	n/a	0.252
270.4	n/a	0.210
274.2	n/a	0.259
284.1	n/a	0.231
289.9	n/a	0.231
294.6	n/a	0.232
297.1	n/a	0.361
304.5	n/a	0.001
