onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.408	06:44:33	1	16482	1	1	6	12	1	15	4	9	16	n/a	n/a	11,3	1
11.0	n/a	0.93	06:44:44	1	21254	2	2	2	13	12	n/a	n/a	n/a	n/a	n/a	n/a	12,1	1
16.0	n/a	0.854	06:44:49	1	25960	3	3	2	8	1	n/a	n/a	n/a	n/a	n/a	n/a	10,1	1
20.0	n/a	0.739	06:44:53	1	30541	4	4	2	4	16	n/a	n/a	n/a	n/a	n/a	n/a	2,2	1
25.0	n/a	0.895	06:44:58	1	35279	5	5	2	4	16	n/a	n/a	n/a	n/a	n/a	n/a	4,1	1
30.0	n/a	1.268	06:45:03	1	46004	6	6	6	2	11	12	6	16	14	n/a	n/a	12,3	1
41.0	n/a	2.15	06:45:14	1	57627	7	7	6	6	12	4	5	13	9	n/a	n/a	12,2	1
52.0	n/a	1.149	06:45:25	1	68254	8	8	6	3	12	11	6	16	14	n/a	n/a	14,3	1
63.0	n/a	1.858	06:45:36	1	79572	9	9	6	11	1	12	5	7	15	n/a	n/a	5,4	1
74.0	n/a	0.97	06:45:47	1	84390	10	10	2	9	7	n/a	n/a	n/a	n/a	n/a	n/a	7,2	1
79.0	n/a	1.057	06:45:52	1	94905	11	11	6	15	6	8	14	1	3	n/a	n/a	12,4	1
89.0	n/a	0.855	06:46:02	1	99597	12	12	2	1	15	n/a	n/a	n/a	n/a	n/a	n/a	1,1	1
