onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.018	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	30.864
10.049	5.007	ITI	0	Picture	Fixation+	1	15.749	n/a	40.894
15.072	2.006	Cue	0	Picture	Maintain	1	13.726	n/a	45.918
17.078	4.99	Pic	0	Picture	IAPS_01	1	8.736	n/a	47.924
22.068	2.006	Blank	0	Picture	BLANK	1	6.73	n/a	52.914
30.804	n/a	ConfirmRating	0	Response	n/a	1	n/a	3	61.65
30.822	6.002	ITI	1	Picture	Fixation+	2	14.009	n/a	61.668
36.84	2.006	Cue	1	Picture	Enhance	2	11.987	n/a	67.686
38.846	4.99	Pic	1	Picture	IAPS_26	2	6.996	n/a	69.692
43.836	2.006	Blank	1	Picture	BLANK	2	4.99	n/a	74.682
50.832	n/a	ConfirmRating	1	Response	n/a	2	n/a	6	81.678
50.865	4.012	ITI	2	Picture	Fixation+	3	11.042	n/a	81.711
54.894	2.006	Cue	2	Picture	Suppress	3	9.019	n/a	85.74
56.9	4.99	Pic	2	Picture	IAPS_36	3	4.029	n/a	87.746
61.89	2.006	Blank	2	Picture	BLANK	3	2.023	n/a	92.736
65.919	n/a	ConfirmRating	2	Response	n/a	3	n/a	0	96.765
65.952	5.007	ITI	3	Picture	Fixation+	4	10.616	n/a	96.798
70.975	2.006	Cue	3	Picture	Maintain	4	8.593	n/a	101.821
72.981	4.99	Pic	3	Picture	IAPS_46	4	3.603	n/a	103.827
77.972	2.006	Blank	3	Picture	BLANK	4	1.597	n/a	108.817
81.575	n/a	ConfirmRating	3	Response	n/a	4	n/a	0	112.421
81.603	5.007	ITI	4	Picture	Fixation+	4	11.379	n/a	112.448
86.626	2.006	Cue	4	Picture	Maintain	4	9.357	n/a	117.472
88.632	4.99	Pic	4	Picture	IAPS_49	4	4.367	n/a	119.478
93.622	2.006	Blank	4	Picture	BLANK	4	2.361	n/a	124.468
97.989	n/a	ConfirmRating	4	Response	n/a	4	n/a	0	128.834
98.015	6.002	ITI	5	Picture	Fixation+	2	11.057	n/a	128.861
104.034	2.006	Cue	5	Picture	Enhance	2	9.035	n/a	134.879
106.04	4.99	Pic	5	Picture	IAPS_27	2	4.045	n/a	136.885
111.03	2.006	Blank	5	Picture	BLANK	2	2.038	n/a	141.875
115.074	n/a	ConfirmRating	5	Response	n/a	2	n/a	6	145.92
115.091	4.012	ITI	6	Picture	Fixation+	1	12.943	n/a	145.937
119.12	2.006	Cue	6	Picture	Maintain	1	10.921	n/a	149.966
121.126	4.99	Pic	6	Picture	IAPS_02	1	5.931	n/a	151.972
126.116	2.006	Blank	6	Picture	BLANK	1	3.925	n/a	156.962
132.047	n/a	ConfirmRating	6	Response	n/a	1	n/a	1	162.893
132.068	6.002	ITI	7	Picture	Fixation+	3	14.118	n/a	162.914
138.086	2.006	Cue	7	Picture	Suppress	3	12.095	n/a	168.932
140.092	4.99	Pic	7	Picture	IAPS_37	3	7.105	n/a	170.938
145.083	2.006	Blank	7	Picture	BLANK	3	5.099	n/a	175.928
152.188	n/a	ConfirmRating	7	Response	n/a	3	n/a	3	183.034
152.211	5.007	ITI	8	Picture	Fixation+	4	10.065	n/a	183.057
157.235	2.006	Cue	8	Picture	Maintain	4	8.043	n/a	188.081
159.241	4.99	Pic	8	Picture	IAPS_52	4	3.053	n/a	190.087
164.231	2.006	Blank	8	Picture	BLANK	4	1.046	n/a	195.077
167.283	n/a	ConfirmRating	8	Response	n/a	4	n/a	0	198.129
167.315	6.002	ITI	9	Picture	Fixation+	1	10.726	n/a	198.16
173.333	2.006	Cue	9	Picture	Maintain	1	8.703	n/a	204.179
175.339	4.99	Pic	9	Picture	IAPS_03	1	3.713	n/a	206.185
180.329	2.006	Blank	9	Picture	BLANK	1	1.707	n/a	211.175
184.042	n/a	ConfirmRating	9	Response	n/a	1	n/a	3	214.888
184.059	5.007	ITI	10	Picture	Fixation+	2	12.413	n/a	214.905
189.083	2.006	Cue	10	Picture	Enhance	2	10.39	n/a	219.928
191.089	4.99	Pic	10	Picture	IAPS_28	2	5.4	n/a	221.934
196.079	2.006	Blank	10	Picture	BLANK	2	3.394	n/a	226.924
201.479	n/a	ConfirmRating	10	Response	n/a	2	n/a	7	232.325
201.5	4.012	ITI	11	Picture	Fixation+	3	13.108	n/a	232.346
205.529	2.006	Cue	11	Picture	Suppress	3	11.086	n/a	236.374
207.535	4.99	Pic	11	Picture	IAPS_38	3	6.096	n/a	238.38
212.525	2.006	Blank	11	Picture	BLANK	3	4.09	n/a	243.371
218.62	n/a	ConfirmRating	11	Response	n/a	3	n/a	1	249.466
218.642	6.002	ITI	12	Picture	Fixation+	2	12.172	n/a	249.488
224.66	2.006	Cue	12	Picture	Enhance	2	10.15	n/a	255.506
226.666	4.99	Pic	12	Picture	IAPS_29	2	5.159	n/a	257.512
231.657	2.006	Blank	12	Picture	BLANK	2	3.153	n/a	262.502
236.816	n/a	ConfirmRating	12	Response	n/a	2	n/a	6	267.662
236.846	5.007	ITI	13	Picture	Fixation+	1	11.126	n/a	267.692
241.869	2.006	Cue	13	Picture	Maintain	1	9.104	n/a	272.715
243.875	4.99	Pic	13	Picture	IAPS_04	1	4.113	n/a	274.721
248.865	2.006	Blank	13	Picture	BLANK	1	2.107	n/a	279.711
252.979	n/a	ConfirmRating	13	Response	n/a	1	n/a	1	283.825
253.01	4.012	ITI	14	Picture	Fixation+	4	10.153	n/a	283.856
257.039	2.006	Cue	14	Picture	Maintain	4	8.131	n/a	287.885
259.045	4.99	Pic	14	Picture	IAPS_55	4	3.14	n/a	289.891
264.035	2.006	Blank	14	Picture	BLANK	4	1.135	n/a	294.881
267.175	n/a	ConfirmRating	14	Response	n/a	4	n/a	0	298.021
267.202	5.007	ITI	15	Picture	Fixation+	3	11.708	n/a	298.047
272.225	2.006	Cue	15	Picture	Suppress	3	9.685	n/a	303.071
274.231	4.99	Pic	15	Picture	IAPS_39	3	4.695	n/a	305.077
279.221	2.006	Blank	15	Picture	BLANK	3	2.689	n/a	310.067
283.916	n/a	ConfirmRating	15	Response	n/a	3	n/a	1	314.762
283.946	6.002	ITI	16	Picture	Fixation+	2	11.553	n/a	314.792
289.964	2.006	Cue	16	Picture	Enhance	2	9.531	n/a	320.81
291.97	4.99	Pic	16	Picture	IAPS_30	2	4.541	n/a	322.816
296.96	2.006	Blank	16	Picture	BLANK	2	2.534	n/a	327.806
301.501	n/a	ConfirmRating	16	Response	n/a	2	n/a	6	332.347
301.519	6.002	ITI	17	Picture	Fixation+	1	11.681	n/a	332.365
307.538	2.006	Cue	17	Picture	Maintain	1	9.658	n/a	338.383
309.544	4.99	Pic	17	Picture	IAPS_05	1	4.668	n/a	340.389
314.534	2.006	Blank	17	Picture	BLANK	1	2.662	n/a	345.38
319.202	n/a	ConfirmRating	17	Response	n/a	1	n/a	1	350.047
319.226	4.012	ITI	18	Picture	Fixation+	3	11.592	n/a	350.071
323.254	2.006	Cue	18	Picture	Suppress	3	9.569	n/a	354.1
325.26	4.99	Pic	18	Picture	IAPS_40	3	4.579	n/a	356.106
330.25	2.006	Blank	18	Picture	BLANK	3	2.573	n/a	361.096
334.829	n/a	ConfirmRating	18	Response	n/a	3	n/a	1	365.675
334.859	5.007	ITI	19	Picture	Fixation+	4	11.621	n/a	365.705
339.883	2.006	Cue	19	Picture	Maintain	4	9.598	n/a	370.728
341.889	4.99	Pic	19	Picture	IAPS_58	4	4.608	n/a	372.735
346.879	2.006	Blank	19	Picture	BLANK	4	2.602	n/a	377.725
351.487	n/a	ConfirmRating	19	Response	n/a	4	n/a	0	382.333
351.504	6.002	ITI	20	Picture	Fixation+	4	9.841	n/a	382.35
357.522	2.006	Cue	20	Picture	Maintain	4	7.818	n/a	388.368
359.529	4.99	Pic	20	Picture	IAPS_47	4	2.828	n/a	390.374
364.519	2.006	Blank	20	Picture	BLANK	4	0.822	n/a	395.365
367.347	n/a	ConfirmRating	20	Response	n/a	4	n/a	0	398.192
367.37	5.007	ITI	21	Picture	Fixation+	3	11.183	n/a	398.216
372.394	2.006	Cue	21	Picture	Suppress	3	9.161	n/a	403.239
374.4	4.99	Pic	21	Picture	IAPS_41	3	4.171	n/a	405.245
379.39	2.006	Blank	21	Picture	BLANK	3	2.165	n/a	410.236
383.56	n/a	ConfirmRating	21	Response	n/a	3	n/a	1	414.406
383.584	4.012	ITI	22	Picture	Fixation+	1	10.833	n/a	414.43
