onset	duration	response_time
11.5	n/a	0.219
16.5	n/a	0.213
26.2	n/a	0.258
30.4	n/a	0.294
33.1	n/a	0.310
42.2	n/a	0.285
48.4	n/a	0.285
56.8	n/a	0.328
66.2	n/a	0.273
69.2	n/a	0.344
73.3	n/a	0.275
79.1	n/a	0.250
83.7	n/a	0.269
91.8	n/a	0.269
102.0	n/a	0.269
105.0	n/a	0.293
113.2	n/a	0.272
121.2	n/a	0.281
130.7	n/a	0.438
138.9	n/a	0.272
149.0	n/a	0.258
153.0	n/a	0.377
157.4	n/a	0.286
165.5	n/a	0.285
175.6	n/a	0.241
182.6	n/a	0.267
191.0	n/a	0.277
197.7	n/a	0.271
207.8	n/a	0.254
215.0	n/a	0.310
218.9	n/a	0.276
221.5	n/a	0.270
227.5	n/a	0.257
230.9	n/a	0.264
239.0	n/a	0.234
242.9	n/a	0.244
246.6	n/a	0.259
251.9	n/a	0.354
259.8	n/a	0.435
265.2	n/a	0.258
268.2	n/a	0.272
276.0	n/a	0.229
283.7	n/a	0.263
286.9	n/a	0.297
292.7	n/a	0.219
301.5	n/a	0.282
308.3	n/a	0.297
312.1	n/a	0.345
320.1	n/a	0.286
327.6	n/a	0.290
333.8	n/a	0.416
341.1	n/a	0.273
348.5	n/a	0.221
353.7	n/a	0.299
361.8	n/a	0.272
370.2	n/a	0.269
374.3	n/a	0.309
379.6	n/a	0.317
389.7	n/a	0.254
393.1	n/a	0.308
400.6	n/a	0.223
405.7	n/a	0.258
408.6	n/a	0.286
415.0	n/a	0.228
421.1	n/a	0.239
425.2	n/a	0.260
428.3	n/a	0.314
438.6	n/a	0.257
444.3	n/a	0.677
448.0	n/a	0.262
453.8	n/a	0.306
462.7	n/a	0.218
467.9	n/a	0.229
475.1	n/a	0.226
482.8	n/a	0.249
489.9	n/a	0.297
497.4	n/a	0.247
501.5	n/a	0.331
509.4	n/a	0.226
512.4	n/a	0.337
520.7	n/a	0.298
530.2	n/a	0.262
537.3	n/a	0.260
542.2	n/a	0.254
547.5	n/a	0.279
556.5	n/a	0.272
564.8	n/a	0.238
572.1	n/a	0.320
578.6	n/a	0.261
584.4	n/a	0.277
592.9	n/a	0.278
