onset	duration	response_time
7.8	n/a	0.255
11.4	n/a	0.358
14.8	n/a	0.418
19.9	n/a	0.219
22.7	n/a	0.405
32.1	n/a	0.246
36.4	n/a	0.288
40.1	n/a	0.281
43.8	n/a	0.326
52.7	n/a	0.256
60.7	n/a	0.331
67.5	n/a	0.249
75.2	n/a	0.286
78.0	n/a	0.514
81.7	n/a	0.301
89.9	n/a	0.356
99.5	n/a	0.255
108.2	n/a	0.202
115.7	n/a	0.310
118.6	n/a	0.365
125.0	n/a	0.269
132.7	n/a	0.265
138.3	n/a	0.403
142.7	n/a	0.450
147.5	n/a	0.227
153.5	n/a	0.271
162.8	n/a	0.389
166.8	n/a	0.446
172.7	n/a	0.258
176.8	n/a	0.535
185.6	n/a	0.302
188.6	n/a	0.310
193.0	n/a	0.248
196.7	n/a	0.355
200.6	n/a	0.272
205.6	n/a	0.241
210.8	n/a	0.270
220.6	n/a	0.246
225.3	n/a	0.377
232.8	n/a	0.375
240.0	n/a	0.248
244.7	n/a	0.310
251.3	n/a	0.262
260.7	n/a	0.234
264.2	n/a	0.463
268.9	n/a	0.258
276.8	n/a	0.240
281.2	n/a	0.258
285.7	n/a	0.360
289.8	n/a	0.317
298.2	n/a	0.239
