onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.818	06:14:41	1	11277	1	1	2	5	4	n/a	n/a	n/a	n/a	n/a	n/a	9,1	1
6.0	n/a	1.399	06:14:47	1	16518	2	2	2	15	16	n/a	n/a	n/a	n/a	n/a	n/a	8,2	1
11.0	n/a	2.739	06:14:52	1	28724	3	3	6	15	8	12	5	1	10	n/a	n/a	1,5	1
23.0	n/a	1.886	06:15:04	1	40068	4	4	6	10	3	7	9	6	13	n/a	n/a	12,1	1
34.0	n/a	1.407	06:15:15	1	45325	5	5	2	16	1	n/a	n/a	n/a	n/a	n/a	n/a	1,2	1
40.0	n/a	2.105	06:15:21	1	56911	6	6	6	5	11	16	4	13	2	n/a	n/a	6,5	1
51.0	n/a	1.392	06:15:32	1	62157	7	7	2	9	16	n/a	n/a	n/a	n/a	n/a	n/a	1,2	1
56.0	n/a	2.331	06:15:37	1	73952	8	8	6	13	4	16	10	1	11	n/a	n/a	13,1	1
68.0	n/a	1.991	06:15:49	1	79790	9	9	2	8	5	n/a	n/a	n/a	n/a	n/a	n/a	5,2	1
74.0	n/a	1.491	06:15:55	1	85126	10	10	2	2	16	n/a	n/a	n/a	n/a	n/a	n/a	6,1	1
79.0	n/a	4.482	06:16:00	1	99071	11	11	6	3	13	2	14	12	8	n/a	n/a	13,2	0
93.0	n/a	3.298	06:16:14	1	111833	12	12	6	15	14	13	16	5	3	n/a	n/a	2,6	0
