onset	duration	response_time
6.9	n/a	0.001
9.8	n/a	0.401
17.3	n/a	0.197
22.7	n/a	0.199
31.6	n/a	0.182
38.2	n/a	0.203
47.3	n/a	0.202
51.7	n/a	0.251
60.7	n/a	0.233
66.1	n/a	0.208
73.0	n/a	0.209
81.9	n/a	0.244
87.8	n/a	0.210
96.4	n/a	0.220
101.4	n/a	0.242
106.3	n/a	0.232
111.5	n/a	0.248
118.2	n/a	0.001
120.0	n/a	0.819
129.6	n/a	0.206
134.0	n/a	0.251
140.0	n/a	0.208
149.5	n/a	0.217
155.0	n/a	0.217
160.1	n/a	0.241
170.1	n/a	0.216
173.1	n/a	0.367
176.0	n/a	0.276
183.3	n/a	0.624
187.7	n/a	0.249
195.8	n/a	0.236
202.2	n/a	0.551
205.9	n/a	0.258
208.4	n/a	0.255
213.5	n/a	0.001
216.4	n/a	0.197
221.8	n/a	0.175
229.3	n/a	0.241
233.1	n/a	0.296
236.6	n/a	0.221
246.1	n/a	0.234
254.1	n/a	0.220
263.6	n/a	0.206
269.1	n/a	0.252
273.6	n/a	0.250
278.6	n/a	0.222
285.9	n/a	0.213
288.8	n/a	0.350
291.6	n/a	0.261
