onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.877	19:51:28	1	16963	1	1	6	12	9	1	16	11	15	n/a	n/a	15,6	0
11.0	n/a	1.219	19:51:39	1	27651	2	2	6	13	6	10	12	8	14	n/a	n/a	16,2	1
22.0	n/a	0.986	19:51:50	1	32484	3	3	2	6	11	n/a	n/a	n/a	n/a	n/a	n/a	10,1	1
27.0	n/a	1.01	19:51:55	1	37329	4	4	2	15	7	n/a	n/a	n/a	n/a	n/a	n/a	3,2	1
32.0	n/a	1.206	19:52:00	1	42362	5	5	2	14	16	n/a	n/a	n/a	n/a	n/a	n/a	16,2	1
37.0	n/a	0.955	19:52:05	1	47144	6	6	2	11	10	n/a	n/a	n/a	n/a	n/a	n/a	6,1	1
42.0	n/a	0.953	19:52:10	1	51920	7	7	2	9	2	n/a	n/a	n/a	n/a	n/a	n/a	4,1	1
46.0	n/a	2.185	19:52:14	1	63549	8	8	6	2	10	13	8	6	7	n/a	n/a	6,3	1
58.0	n/a	0.983	19:52:26	1	68357	9	9	2	13	3	n/a	n/a	n/a	n/a	n/a	n/a	6,2	1
63.0	n/a	1.904	19:52:31	1	79704	10	10	6	1	5	15	4	2	11	n/a	n/a	4,4	1
74.0	n/a	2.081	19:52:42	1	91256	11	11	6	4	8	15	2	14	11	n/a	n/a	2,3	1
86.0	n/a	1.469	19:52:54	1	102184	12	12	6	14	6	16	11	3	12	n/a	n/a	7,2	1
