onset	duration	response_time
10.9	n/a	0.281
15.4	n/a	0.548
25.2	n/a	0.241
30.7	n/a	0.285
33.9	n/a	0.391
37.0	n/a	0.279
39.7	n/a	0.287
48.5	n/a	0.223
53.3	n/a	0.223
59.1	n/a	0.241
68.5	n/a	0.258
75.6	n/a	0.219
78.2	n/a	0.318
81.5	n/a	0.297
85.7	n/a	0.206
90.0	n/a	0.221
93.3	n/a	0.275
97.5	n/a	0.223
101.3	n/a	0.224
107.6	n/a	0.243
116.3	n/a	0.271
119.9	n/a	0.271
122.4	n/a	0.447
127.4	n/a	0.250
133.3	n/a	0.328
139.7	n/a	0.222
143.8	n/a	0.275
153.9	n/a	0.234
162.3	n/a	0.277
165.7	n/a	0.285
173.4	n/a	0.240
183.0	n/a	0.253
190.6	n/a	0.267
194.1	n/a	0.322
199.4	n/a	0.229
208.7	n/a	0.250
213.6	n/a	0.278
223.0	n/a	0.266
230.5	n/a	0.288
239.7	n/a	0.227
243.4	n/a	0.440
253.5	n/a	0.238
256.1	n/a	0.375
259.3	n/a	0.263
268.2	n/a	0.252
272.9	n/a	0.307
277.7	n/a	0.285
280.7	n/a	0.363
285.3	n/a	0.327
295.0	n/a	0.251
