onset	duration	response_time
10.0	n/a	0.380
20.0	n/a	0.200
23.1	n/a	0.259
29.0	n/a	0.192
35.5	n/a	0.185
40.9	n/a	0.182
48.6	n/a	0.179
56.0	n/a	0.188
60.9	n/a	0.207
67.9	n/a	0.173
77.8	n/a	0.194
87.1	n/a	0.189
91.5	n/a	0.312
96.9	n/a	0.197
102.4	n/a	0.204
105.4	n/a	0.361
111.3	n/a	0.212
120.2	n/a	0.188
128.5	n/a	0.217
133.9	n/a	0.191
138.3	n/a	0.212
142.2	n/a	0.219
144.6	n/a	0.382
149.0	n/a	0.198
153.8	n/a	0.197
156.5	n/a	0.244
161.7	n/a	0.182
166.8	n/a	0.193
172.6	n/a	0.202
176.3	n/a	0.181
181.3	n/a	0.195
188.4	n/a	0.196
196.8	n/a	0.195
204.1	n/a	0.184
211.8	n/a	0.208
215.3	n/a	0.234
222.8	n/a	0.188
230.7	n/a	0.185
235.6	n/a	0.213
241.5	n/a	0.234
249.4	n/a	0.224
259.4	n/a	0.187
266.0	n/a	0.183
269.6	n/a	0.276
278.1	n/a	0.229
281.7	n/a	0.233
290.5	n/a	0.185
294.4	n/a	0.249
