onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.492	04:52:26	1	10970	1	1	2	11	16	n/a	n/a	n/a	n/a	n/a	n/a	16,2	1
5.0	n/a	1.617	04:52:31	1	16412	2	2	2	6	13	n/a	n/a	n/a	n/a	n/a	n/a	13,2	1
11.0	n/a	4.206	04:52:37	1	30067	3	3	6	11	6	15	13	1	14	n/a	n/a	1,3	1
24.0	n/a	1.126	04:52:50	1	35016	4	4	2	2	10	n/a	n/a	n/a	n/a	n/a	n/a	2,1	1
29.0	n/a	1.156	04:52:55	1	39995	5	5	2	16	11	n/a	n/a	n/a	n/a	n/a	n/a	11,2	1
34.0	n/a	2.888	04:53:00	1	46733	6	6	2	3	5	n/a	n/a	n/a	n/a	n/a	n/a	5,2	1
41.0	n/a	2.046	04:53:07	1	58241	7	7	6	13	3	5	10	6	1	n/a	n/a	6,5	1
53.0	n/a	2.717	04:53:19	1	70408	8	8	6	10	3	11	9	13	4	n/a	n/a	9,1	0
65.0	n/a	1.517	04:53:31	1	81368	9	9	6	4	13	5	9	16	1	n/a	n/a	11,5	1
76.0	n/a	1.913	04:53:42	1	92721	10	10	6	13	2	5	11	14	10	n/a	n/a	15,2	1
88.0	n/a	2.919	04:53:54	1	99891	11	11	2	7	5	n/a	n/a	n/a	n/a	n/a	n/a	2,1	1
94.0	n/a	1.622	04:54:00	1	110958	12	12	6	11	14	7	9	12	10	n/a	n/a	8,2	1
