onset	duration	response_time
13.1	n/a	0.250
21.0	n/a	0.228
24.7	n/a	0.310
34.1	n/a	0.249
39.9	n/a	0.225
46.7	n/a	0.242
52.0	n/a	0.271
61.2	n/a	0.237
65.0	n/a	0.302
72.7	n/a	0.223
78.5	n/a	0.312
81.2	n/a	0.312
90.3	n/a	0.239
96.7	n/a	0.203
101.0	n/a	0.222
107.7	n/a	0.210
113.6	n/a	0.220
122.6	n/a	0.260
125.2	n/a	0.383
133.4	n/a	0.226
138.1	n/a	0.284
145.3	n/a	0.205
149.0	n/a	0.415
153.0	n/a	0.234
162.8	n/a	0.227
165.8	n/a	0.337
170.7	n/a	0.237
179.7	n/a	0.219
183.5	n/a	0.293
191.4	n/a	0.248
197.4	n/a	0.290
205.5	n/a	0.238
208.2	n/a	0.314
212.5	n/a	0.220
220.4	n/a	0.217
224.5	n/a	0.210
233.7	n/a	0.232
241.3	n/a	0.214
247.8	n/a	0.298
257.8	n/a	0.267
261.3	n/a	0.230
265.4	n/a	0.234
272.2	n/a	0.275
280.7	n/a	0.231
288.7	n/a	0.201
294.2	n/a	0.246
