onset	duration	response_time
12.9	n/a	0.221
16.9	n/a	0.218
26.1	n/a	0.228
33.2	n/a	0.223
39.5	n/a	0.228
46.7	n/a	0.223
52.3	n/a	0.221
54.7	n/a	0.366
59.9	n/a	0.240
69.2	n/a	0.274
76.1	n/a	0.279
79.6	n/a	0.267
86.5	n/a	0.258
95.5	n/a	0.204
98.8	n/a	0.240
105.3	n/a	0.205
108.0	n/a	0.215
110.9	n/a	0.001
115.3	n/a	0.246
118.7	n/a	0.235
128.0	n/a	0.226
138.1	n/a	0.228
145.1	n/a	0.210
154.6	n/a	0.223
158.3	n/a	0.235
166.7	n/a	0.216
171.8	n/a	0.214
181.7	n/a	0.305
189.3	n/a	0.220
192.4	n/a	0.262
200.8	n/a	0.259
203.8	n/a	0.253
212.7	n/a	0.223
222.0	n/a	0.212
231.7	n/a	0.218
237.0	n/a	0.236
242.5	n/a	0.309
247.2	n/a	0.276
251.2	n/a	0.228
254.2	n/a	0.307
259.4	n/a	0.207
267.7	n/a	0.227
271.8	n/a	0.209
280.3	n/a	0.215
290.1	n/a	0.231
