onset	duration	response_time
13.5	n/a	0.240
18.5	n/a	0.209
24.3	n/a	0.196
30.9	n/a	0.191
39.0	n/a	0.214
46.5	n/a	0.258
50.0	n/a	0.370
58.3	n/a	0.256
62.7	n/a	0.285
67.9	n/a	0.231
72.1	n/a	0.226
80.4	n/a	0.230
86.4	n/a	0.253
91.6	n/a	0.281
98.3	n/a	0.225
101.3	n/a	0.319
105.5	n/a	0.265
113.6	n/a	0.218
117.2	n/a	0.439
122.9	n/a	0.244
131.3	n/a	0.205
140.4	n/a	0.229
145.0	n/a	0.280
153.5	n/a	0.212
159.6	n/a	0.290
164.6	n/a	0.307
171.1	n/a	0.235
176.6	n/a	0.237
179.1	n/a	0.290
181.5	n/a	0.243
189.3	n/a	0.227
197.6	n/a	0.273
202.7	n/a	0.248
205.2	n/a	0.350
213.8	n/a	0.250
220.6	n/a	0.236
227.9	n/a	0.270
235.9	n/a	0.287
239.4	n/a	0.326
248.3	n/a	0.233
252.6	n/a	0.249
260.4	n/a	0.256
265.0	n/a	0.252
273.6	n/a	0.283
283.3	n/a	0.242
292.1	n/a	0.260
294.6	n/a	0.294
