onset	duration	response_time
10.9	n/a	0.204
17.4	n/a	0.180
21.0	n/a	0.234
28.6	n/a	0.230
36.1	n/a	0.183
44.7	n/a	0.190
47.9	n/a	0.331
51.2	n/a	0.279
58.4	n/a	0.188
64.7	n/a	0.201
67.3	n/a	0.341
75.9	n/a	0.208
83.8	n/a	0.202
88.1	n/a	0.213
94.3	n/a	0.199
103.7	n/a	0.219
110.6	n/a	0.220
120.0	n/a	0.218
124.8	n/a	0.233
134.4	n/a	0.235
138.0	n/a	0.268
144.5	n/a	0.186
150.9	n/a	0.211
157.9	n/a	0.179
165.1	n/a	0.198
171.8	n/a	0.188
177.2	n/a	0.205
186.8	n/a	0.186
192.1	n/a	0.218
198.8	n/a	0.207
205.2	n/a	0.223
208.5	n/a	0.309
211.7	n/a	0.214
217.0	n/a	0.188
224.6	n/a	0.196
232.2	n/a	0.211
240.5	n/a	0.242
244.1	n/a	0.256
253.5	n/a	0.216
258.4	n/a	0.258
264.2	n/a	0.189
268.5	n/a	0.211
274.5	n/a	0.185
277.4	n/a	0.289
284.7	n/a	0.213
289.0	n/a	0.274
