onset	duration	response_time
10.2	n/a	0.301
13.0	n/a	0.303
17.9	n/a	0.188
22.6	n/a	0.220
26.9	n/a	0.197
31.7	n/a	0.240
36.3	n/a	0.540
42.8	n/a	0.235
49.2	n/a	0.263
57.7	n/a	0.259
62.3	n/a	0.396
64.9	n/a	0.342
70.1	n/a	0.224
75.4	n/a	0.190
81.4	n/a	0.203
90.5	n/a	0.204
97.3	n/a	0.192
102.1	n/a	0.227
106.2	n/a	0.273
111.0	n/a	0.190
114.0	n/a	0.271
124.2	n/a	0.227
127.7	n/a	0.280
137.5	n/a	0.262
141.3	n/a	0.261
144.4	n/a	0.421
147.5	n/a	0.301
153.9	n/a	0.226
158.8	n/a	0.277
165.0	n/a	0.236
168.8	n/a	0.323
172.1	n/a	0.268
176.4	n/a	0.236
181.9	n/a	0.211
190.2	n/a	0.205
192.8	n/a	0.331
202.5	n/a	0.213
206.9	n/a	0.256
212.6	n/a	0.262
221.3	n/a	0.235
228.6	n/a	0.250
236.5	n/a	0.258
239.4	n/a	0.348
243.5	n/a	0.301
252.1	n/a	0.200
259.7	n/a	0.196
268.2	n/a	0.203
273.2	n/a	0.279
277.1	n/a	0.242
282.0	n/a	0.226
291.5	n/a	0.192
297.4	n/a	0.180
