onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.017	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	27.88
10.047	5.007	ITI	0	Picture	Fixation+	1	19.066	n/a	37.91
15.07	2.006	Cue	0	Picture	Maintain	1	17.044	n/a	42.933
17.077	4.99	Pic	0	Picture	IAPS_26	1	12.054	n/a	44.94
22.067	2.006	Blank	0	Picture	BLANK	1	10.048	n/a	49.93
34.12	n/a	ConfirmRating	0	Response	n/a	1	n/a	6	61.983
34.153	6.002	ITI	1	Picture	Fixation+	2	23.905	n/a	62.016
40.171	2.006	Cue	1	Picture	Enhance	2	21.882	n/a	68.034
42.177	4.99	Pic	1	Picture	IAPS_36	2	16.892	n/a	70.04
47.167	2.006	Blank	1	Picture	BLANK	2	14.886	n/a	75.03
64.059	n/a	ConfirmRating	1	Response	n/a	2	n/a	5	91.922
64.077	4.012	ITI	2	Picture	Fixation+	3	11.897	n/a	91.94
68.106	2.006	Cue	2	Picture	Suppress	3	9.875	n/a	95.969
70.112	4.99	Pic	2	Picture	IAPS_01	3	4.885	n/a	97.975
75.102	2.006	Blank	2	Picture	BLANK	3	2.878	n/a	102.965
79.986	n/a	ConfirmRating	2	Response	n/a	3	n/a	2	107.849
80.009	5.007	ITI	3	Picture	Fixation+	4	11.332	n/a	107.872
85.032	2.006	Cue	3	Picture	Maintain	4	9.309	n/a	112.895
87.038	4.99	Pic	3	Picture	IAPS_46	4	4.319	n/a	114.901
92.029	2.006	Blank	3	Picture	BLANK	4	2.313	n/a	119.892
96.348	n/a	ConfirmRating	3	Response	n/a	4	n/a	0	124.211
96.372	5.007	ITI	4	Picture	Fixation+	4	11.958	n/a	124.235
101.396	2.006	Cue	4	Picture	Maintain	4	9.935	n/a	129.259
103.402	4.99	Pic	4	Picture	IAPS_49	4	4.945	n/a	131.265
108.392	2.006	Blank	4	Picture	BLANK	4	2.939	n/a	136.255
113.337	n/a	ConfirmRating	4	Response	n/a	4	n/a	6	141.2
113.365	6.002	ITI	5	Picture	Fixation+	2	16.277	n/a	141.228
119.383	2.006	Cue	5	Picture	Enhance	2	14.255	n/a	147.246
121.389	4.99	Pic	5	Picture	IAPS_37	2	9.264	n/a	149.252
126.38	2.006	Blank	5	Picture	BLANK	2	7.258	n/a	154.243
135.644	n/a	ConfirmRating	5	Response	n/a	2	n/a	6	163.507
135.664	4.012	ITI	6	Picture	Fixation+	1	12.395	n/a	163.527
139.692	2.006	Cue	6	Picture	Maintain	1	10.372	n/a	167.555
141.698	4.99	Pic	6	Picture	IAPS_27	1	5.382	n/a	169.561
146.689	2.006	Blank	6	Picture	BLANK	1	3.376	n/a	174.552
152.071	n/a	ConfirmRating	6	Response	n/a	1	n/a	0	179.934
152.093	6.002	ITI	7	Picture	Fixation+	3	14.212	n/a	179.956
158.111	2.006	Cue	7	Picture	Suppress	3	12.189	n/a	185.974
160.117	4.99	Pic	7	Picture	IAPS_02	3	7.199	n/a	187.98
165.107	2.006	Blank	7	Picture	BLANK	3	5.193	n/a	192.97
172.306	n/a	ConfirmRating	7	Response	n/a	3	n/a	3	200.169
172.336	5.007	ITI	8	Picture	Fixation+	4	11.168	n/a	200.199
177.359	2.006	Cue	8	Picture	Maintain	4	9.146	n/a	205.222
179.365	4.99	Pic	8	Picture	IAPS_52	4	4.156	n/a	207.228
184.355	2.006	Blank	8	Picture	BLANK	4	2.149	n/a	212.218
188.511	n/a	ConfirmRating	8	Response	n/a	4	n/a	6	216.374
188.533	6.002	ITI	9	Picture	Fixation+	1	11.375	n/a	216.396
194.551	2.006	Cue	9	Picture	Maintain	1	9.352	n/a	222.414
196.557	4.99	Pic	9	Picture	IAPS_28	1	4.362	n/a	224.42
201.547	2.006	Blank	9	Picture	BLANK	1	2.356	n/a	229.41
205.909	n/a	ConfirmRating	9	Response	n/a	1	n/a	6	233.772
205.941	5.007	ITI	10	Picture	Fixation+	2	11.713	n/a	233.804
210.964	2.006	Cue	10	Picture	Enhance	2	9.69	n/a	238.827
212.97	4.99	Pic	10	Picture	IAPS_38	2	4.7	n/a	240.833
217.96	2.006	Blank	10	Picture	BLANK	2	2.694	n/a	245.823
222.66	n/a	ConfirmRating	10	Response	n/a	2	n/a	6	250.523
222.685	4.012	ITI	11	Picture	Fixation+	3	12.625	n/a	250.548
226.714	2.006	Cue	11	Picture	Suppress	3	10.603	n/a	254.577
228.72	4.99	Pic	11	Picture	IAPS_03	3	5.613	n/a	256.583
233.71	2.006	Blank	11	Picture	BLANK	3	3.607	n/a	261.573
239.323	n/a	ConfirmRating	11	Response	n/a	3	n/a	2	267.186
239.347	6.002	ITI	12	Picture	Fixation+	2	13.575	n/a	267.21
245.365	2.006	Cue	12	Picture	Enhance	2	11.552	n/a	273.228
247.371	4.99	Pic	12	Picture	IAPS_39	2	6.562	n/a	275.234
252.361	2.006	Blank	12	Picture	BLANK	2	4.556	n/a	280.224
258.923	n/a	ConfirmRating	12	Response	n/a	2	n/a	5	286.786
258.943	5.007	ITI	13	Picture	Fixation+	1	14.998	n/a	286.806
263.966	2.006	Cue	13	Picture	Maintain	1	12.976	n/a	291.829
265.972	4.99	Pic	13	Picture	IAPS_29	1	7.985	n/a	293.835
270.962	2.006	Blank	13	Picture	BLANK	1	5.979	n/a	298.825
278.948	n/a	ConfirmRating	13	Response	n/a	1	n/a	2	306.811
278.97	4.012	ITI	14	Picture	Fixation+	4	12.758	n/a	306.833
282.998	2.006	Cue	14	Picture	Maintain	4	10.735	n/a	310.861
285.005	4.99	Pic	14	Picture	IAPS_55	4	5.745	n/a	312.868
289.995	2.006	Blank	14	Picture	BLANK	4	3.739	n/a	317.858
295.74	n/a	ConfirmRating	14	Response	n/a	4	n/a	7	323.603
295.764	5.007	ITI	15	Picture	Fixation+	3	19.004	n/a	323.627
300.787	2.006	Cue	15	Picture	Suppress	3	16.982	n/a	328.65
302.793	4.99	Pic	15	Picture	IAPS_04	3	11.991	n/a	330.656
307.784	2.006	Blank	15	Picture	BLANK	3	9.985	n/a	335.647
319.775	n/a	ConfirmRating	15	Response	n/a	3	n/a	3	347.638
319.803	6.001	ITI	16	Picture	Fixation+	2	13.44	n/a	347.666
325.821	2.006	Cue	16	Picture	Enhance	2	11.417	n/a	353.684
327.827	4.99	Pic	16	Picture	IAPS_40	2	6.427	n/a	355.69
332.817	2.006	Blank	16	Picture	BLANK	2	4.421	n/a	360.68
339.245	n/a	ConfirmRating	16	Response	n/a	2	n/a	5	367.108
339.267	6.002	ITI	17	Picture	Fixation+	1	15.659	n/a	367.13
345.285	2.006	Cue	17	Picture	Maintain	1	13.636	n/a	373.148
347.291	4.99	Pic	17	Picture	IAPS_30	1	8.646	n/a	375.154
352.281	2.006	Blank	17	Picture	BLANK	1	6.64	n/a	380.144
360.927	n/a	ConfirmRating	17	Response	n/a	1	n/a	2	388.79
360.952	4.012	ITI	18	Picture	Fixation+	3	13.99	n/a	388.815
364.98	2.006	Cue	18	Picture	Suppress	3	11.968	n/a	392.843
366.986	4.99	Pic	18	Picture	IAPS_05	3	6.977	n/a	394.849
