onset	duration	response_time
11.4	n/a	0.209
19.6	n/a	0.255
28.9	n/a	0.269
34.4	n/a	0.228
40.7	n/a	0.206
48.6	n/a	0.241
58.8	n/a	0.251
68.6	n/a	0.269
76.6	n/a	0.191
79.1	n/a	0.332
84.7	n/a	0.270
89.2	n/a	0.237
96.3	n/a	0.232
101.6	n/a	0.239
111.7	n/a	0.318
115.7	n/a	0.317
123.4	n/a	0.262
131.3	n/a	0.336
140.0	n/a	0.236
148.3	n/a	0.242
155.9	n/a	0.303
159.4	n/a	0.333
163.6	n/a	0.339
168.0	n/a	0.300
174.5	n/a	0.270
177.9	n/a	0.264
187.5	n/a	0.313
191.7	n/a	0.306
198.8	n/a	0.937
203.9	n/a	0.267
211.5	n/a	0.243
217.7	n/a	0.305
221.0	n/a	0.253
229.1	n/a	0.284
236.3	n/a	0.270
239.2	n/a	0.310
242.1	n/a	0.250
247.5	n/a	0.220
250.7	n/a	0.210
255.1	n/a	0.232
260.3	n/a	0.253
269.2	n/a	0.293
277.8	n/a	0.261
285.3	n/a	0.376
289.2	n/a	0.287
296.8	n/a	0.264
