onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.119	04:53:29	1	10600	1	1	2	1	14	n/a	n/a	n/a	n/a	n/a	n/a	2,2	1
5.0	n/a	0.976	04:53:34	1	15427	2	2	2	6	10	n/a	n/a	n/a	n/a	n/a	n/a	6,1	1
10.0	n/a	1.099	04:53:39	1	20372	3	3	2	12	6	n/a	n/a	n/a	n/a	n/a	n/a	4,1	1
15.0	n/a	1.65	04:53:44	1	31482	4	4	6	12	13	14	9	11	16	n/a	n/a	13,5	1
26.0	n/a	0.996	04:53:55	1	41950	5	5	6	11	6	13	5	7	15	n/a	n/a	6,2	1
36.0	n/a	1.505	04:54:05	1	52916	6	6	6	2	13	8	6	5	11	n/a	n/a	8,3	1
47.0	n/a	2.668	04:54:16	1	65045	7	7	6	8	16	14	11	10	12	n/a	n/a	10,5	0
59.0	n/a	1.232	04:54:28	1	75786	8	8	6	15	2	13	16	8	4	n/a	n/a	15,1	1
70.0	n/a	1.004	04:54:39	1	80650	9	9	2	11	6	n/a	n/a	n/a	n/a	n/a	n/a	8,1	1
75.0	n/a	1.669	04:54:44	1	86168	10	10	2	10	16	n/a	n/a	n/a	n/a	n/a	n/a	6,1	1
80.0	n/a	1.228	04:54:49	1	96859	11	11	6	5	8	10	13	9	2	n/a	n/a	15,4	1
91.0	n/a	1.072	04:55:00	1	101785	12	12	2	11	8	n/a	n/a	n/a	n/a	n/a	n/a	11,1	1
