onset	duration	response_time
11.9	n/a	0.251
17.2	n/a	0.240
26.7	n/a	0.297
32.1	n/a	0.225
38.3	n/a	0.251
41.5	n/a	0.270
50.8	n/a	0.235
58.4	n/a	0.185
64.1	n/a	0.276
72.4	n/a	0.266
79.4	n/a	0.216
89.2	n/a	0.255
97.5	n/a	0.221
100.4	n/a	0.305
104.0	n/a	0.221
111.0	n/a	0.259
119.6	n/a	0.393
122.0	n/a	0.404
124.9	n/a	0.314
128.8	n/a	0.215
131.1	n/a	0.240
140.1	n/a	0.252
149.8	n/a	0.300
157.3	n/a	0.209
161.8	n/a	0.231
164.2	n/a	0.210
171.9	n/a	0.318
174.8	n/a	0.293
182.1	n/a	0.194
186.6	n/a	0.205
192.9	n/a	0.255
201.4	n/a	0.252
206.5	n/a	0.279
213.9	n/a	0.201
222.7	n/a	0.179
228.1	n/a	0.209
238.3	n/a	0.222
243.1	n/a	0.261
247.6	n/a	0.222
256.4	n/a	0.334
261.4	n/a	0.221
269.9	n/a	0.219
278.9	n/a	0.249
282.0	n/a	0.293
287.9	n/a	0.234
296.4	n/a	0.195
