onset	duration	response_time
10.5	n/a	0.252
19.8	n/a	0.239
29.9	n/a	0.267
37.3	n/a	0.276
43.0	n/a	0.362
52.0	n/a	0.235
55.6	n/a	0.419
65.6	n/a	0.190
72.3	n/a	0.305
75.6	n/a	0.390
83.3	n/a	0.298
88.8	n/a	0.258
92.5	n/a	0.299
97.2	n/a	0.266
100.5	n/a	0.265
103.8	n/a	0.244
113.6	n/a	0.212
118.2	n/a	0.322
122.8	n/a	0.317
130.4	n/a	0.288
139.3	n/a	0.265
142.6	n/a	0.359
146.6	n/a	0.324
154.7	n/a	0.294
164.6	n/a	0.301
168.6	n/a	0.298
172.6	n/a	0.322
177.4	n/a	0.332
185.7	n/a	0.315
189.2	n/a	0.347
197.9	n/a	0.241
205.2	n/a	0.234
214.6	n/a	0.241
223.3	n/a	0.279
232.0	n/a	0.312
236.0	n/a	0.335
240.9	n/a	0.365
245.5	n/a	0.411
249.8	n/a	0.357
258.0	n/a	0.272
261.8	n/a	0.305
271.5	n/a	0.279
277.4	n/a	0.367
281.7	n/a	0.407
291.2	n/a	0.303
296.6	n/a	0.297
