onset	duration	response_time
10.2	n/a	0.260
14.2	n/a	0.294
22.2	n/a	0.191
29.3	n/a	0.246
38.3	n/a	0.196
47.2	n/a	0.211
50.8	n/a	0.316
55.9	n/a	0.240
58.4	n/a	0.332
62.8	n/a	0.258
68.7	n/a	0.165
76.4	n/a	0.240
80.1	n/a	0.320
83.4	n/a	0.343
87.2	n/a	0.203
96.0	n/a	0.229
106.1	n/a	0.248
110.3	n/a	0.320
113.8	n/a	0.292
118.1	n/a	0.234
123.4	n/a	0.222
131.5	n/a	0.215
136.6	n/a	0.228
144.6	n/a	0.188
151.2	n/a	0.231
161.3	n/a	0.225
164.7	n/a	0.380
168.7	n/a	0.257
177.8	n/a	0.175
183.3	n/a	0.001
184.9	n/a	0.416
195.1	n/a	0.205
205.0	n/a	0.235
207.7	n/a	0.306
213.0	n/a	0.219
221.5	n/a	0.264
227.2	n/a	0.290
229.6	n/a	0.348
236.0	n/a	0.259
242.3	n/a	0.213
247.5	n/a	0.249
256.9	n/a	0.223
261.9	n/a	0.333
268.0	n/a	0.246
276.4	n/a	0.243
279.9	n/a	0.278
285.6	n/a	0.255
289.9	n/a	0.262
