onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	2.01	04:46:24	1	11486	1	1	2	16	10	n/a	n/a	n/a	n/a	n/a	n/a	16,2	1
6.0	n/a	2.996	04:46:30	1	24396	2	2	6	11	5	13	4	1	10	n/a	n/a	7,4	0
19.0	n/a	2.557	04:46:43	1	36877	3	3	6	9	15	6	7	12	11	n/a	n/a	7,4	1
31.0	n/a	1.923	04:46:55	1	48685	4	4	6	2	16	14	4	10	11	n/a	n/a	5,5	1
43.0	n/a	3.256	04:47:07	1	61422	5	5	6	9	5	8	11	14	1	n/a	n/a	3,2	1
55.0	n/a	9.939	04:47:19	1	75218	6	6	2	4	9	n/a	n/a	n/a	n/a	n/a	n/a	7,2	1
70.0	n/a	1.878	04:47:34	1	81424	7	7	2	15	9	n/a	n/a	n/a	n/a	n/a	n/a	9,2	1
75.0	n/a	1.449	04:47:39	1	86711	8	8	2	10	14	n/a	n/a	n/a	n/a	n/a	n/a	10,1	1
81.0	n/a	1.726	04:47:45	1	97895	9	9	6	16	10	8	14	3	12	n/a	n/a	1,6	1
92.0	n/a	1.462	04:47:56	1	103205	10	10	2	13	14	n/a	n/a	n/a	n/a	n/a	n/a	13,1	1
97.0	n/a	2.475	04:48:01	1	115221	11	11	6	16	9	7	8	11	6	n/a	n/a	11,5	1
110.0	n/a	1.658	04:48:14	1	121185	12	12	2	14	16	n/a	n/a	n/a	n/a	n/a	n/a	9,2	1
