onset	duration	response_time
6.6	n/a	0.344
13.6	n/a	0.236
18.8	n/a	0.261
22.1	n/a	0.363
27.2	n/a	0.236
33.3	n/a	0.229
37.9	n/a	0.370
45.4	n/a	0.269
49.8	n/a	0.268
56.1	n/a	0.204
63.2	n/a	0.172
71.9	n/a	0.236
76.6	n/a	0.268
86.7	n/a	0.299
91.6	n/a	0.325
94.2	n/a	0.388
97.0	n/a	0.234
100.5	n/a	0.001
102.7	n/a	0.321
110.3	n/a	0.308
120.3	n/a	0.252
125.9	n/a	0.326
133.4	n/a	0.308
136.6	n/a	0.364
143.3	n/a	0.288
149.2	n/a	0.291
157.1	n/a	0.285
162.7	n/a	0.313
172.5	n/a	0.270
179.2	n/a	0.244
188.4	n/a	0.244
194.9	n/a	0.312
202.0	n/a	0.283
206.8	n/a	0.291
214.8	n/a	0.272
222.7	n/a	0.250
226.3	n/a	0.410
233.4	n/a	0.243
236.0	n/a	0.425
241.9	n/a	0.349
248.4	n/a	0.285
254.9	n/a	0.254
263.9	n/a	0.294
269.9	n/a	0.254
279.5	n/a	0.316
285.5	n/a	0.297
291.4	n/a	0.274
