onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.031	04:51:59	1	10515	1	1	2	4	1	n/a	n/a	n/a	n/a	n/a	n/a	4,1	1
5.0	n/a	1.152	04:52:04	1	15517	2	2	2	15	8	n/a	n/a	n/a	n/a	n/a	n/a	15,1	1
10.0	n/a	2.906	04:52:09	1	27890	3	3	6	5	9	6	3	11	13	n/a	n/a	13,6	1
23.0	n/a	1.551	04:52:22	1	38902	4	4	6	14	12	5	13	11	9	n/a	n/a	5,3	1
34.0	n/a	1.117	04:52:33	1	43873	5	5	2	16	5	n/a	n/a	n/a	n/a	n/a	n/a	5,2	1
39.0	n/a	1.626	04:52:38	1	49352	6	6	2	3	10	n/a	n/a	n/a	n/a	n/a	n/a	15,1	1
44.0	n/a	1.257	04:52:43	1	54452	7	7	2	10	6	n/a	n/a	n/a	n/a	n/a	n/a	6,2	1
49.0	n/a	1.324	04:52:48	1	65238	8	8	6	13	3	5	11	6	16	n/a	n/a	16,6	1
60.0	n/a	1.815	04:52:59	1	76517	9	9	6	3	1	12	5	13	11	n/a	n/a	12,3	0
71.0	n/a	1.545	04:53:10	1	87551	10	10	6	3	11	4	8	6	2	n/a	n/a	11,2	0
82.0	n/a	1.069	04:53:21	1	92468	11	11	2	12	6	n/a	n/a	n/a	n/a	n/a	n/a	13,2	1
87.0	n/a	1.377	04:53:26	1	103309	12	12	6	9	3	13	4	8	10	n/a	n/a	8,5	1
