onset	duration	response_time
8.7	n/a	0.271
16.1	n/a	0.185
22.0	n/a	0.205
26.0	n/a	0.273
33.6	n/a	0.192
40.1	n/a	0.237
46.9	n/a	0.180
56.0	n/a	0.184
63.2	n/a	0.206
66.4	n/a	0.293
71.3	n/a	0.187
75.8	n/a	0.001
80.1	n/a	0.276
86.8	n/a	0.225
96.4	n/a	0.224
106.5	n/a	0.303
114.5	n/a	0.226
119.5	n/a	0.257
127.7	n/a	0.234
137.7	n/a	0.222
144.4	n/a	0.263
147.1	n/a	0.329
154.7	n/a	0.274
157.4	n/a	0.274
163.1	n/a	0.212
165.9	n/a	0.224
175.7	n/a	0.212
179.8	n/a	0.253
182.3	n/a	0.001
188.5	n/a	0.250
190.9	n/a	0.302
194.3	n/a	0.253
202.3	n/a	0.302
207.3	n/a	0.198
215.3	n/a	0.227
218.1	n/a	0.323
228.2	n/a	0.225
238.2	n/a	0.286
243.1	n/a	0.247
251.3	n/a	0.362
260.0	n/a	0.305
269.0	n/a	0.229
272.6	n/a	0.277
278.7	n/a	0.345
282.0	n/a	0.282
287.3	n/a	0.187
296.4	n/a	0.273
