onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.668	04:54:53	1	11156	1	1	2	8	7	n/a	n/a	n/a	n/a	n/a	n/a	5,1	1
6.0	n/a	1.652	04:54:59	1	22268	2	2	6	11	13	16	15	3	14	n/a	n/a	11,1	1
17.0	n/a	1.425	04:55:10	1	33186	3	3	6	2	12	10	5	14	16	n/a	n/a	2,1	1
28.0	n/a	1.254	04:55:21	1	38283	4	4	2	6	11	n/a	n/a	n/a	n/a	n/a	n/a	6,1	1
33.0	n/a	1.311	04:55:26	1	43439	5	5	2	15	9	n/a	n/a	n/a	n/a	n/a	n/a	9,2	1
38.0	n/a	2.963	04:55:31	1	55861	6	6	6	10	4	8	2	13	9	n/a	n/a	6,2	1
51.0	n/a	2.657	04:55:44	1	67984	7	7	6	1	6	2	14	5	3	n/a	n/a	10,1	0
63.0	n/a	1.458	04:55:56	1	73282	8	8	2	9	13	n/a	n/a	n/a	n/a	n/a	n/a	13,2	1
68.0	n/a	2.958	04:56:01	1	85701	9	9	6	13	1	9	15	6	5	n/a	n/a	5,3	1
80.0	n/a	1.408	04:56:13	1	90955	10	10	2	15	2	n/a	n/a	n/a	n/a	n/a	n/a	15,1	1
86.0	n/a	1.545	04:56:19	1	101973	11	11	6	13	11	10	2	5	8	n/a	n/a	13,4	0
97.0	n/a	1.974	04:56:30	1	107800	12	12	2	13	12	n/a	n/a	n/a	n/a	n/a	n/a	11,2	1
