onset	duration	response_time
7.0	n/a	0.213
13.2	n/a	0.175
16.9	n/a	0.212
25.6	n/a	0.239
35.6	n/a	0.192
39.0	n/a	0.253
41.7	n/a	0.224
50.4	n/a	0.159
52.0	n/a	0.001
54.3	n/a	0.235
59.1	n/a	0.202
62.2	n/a	0.001
67.5	n/a	0.184
71.6	n/a	0.226
81.0	n/a	0.208
83.8	n/a	0.243
86.6	n/a	0.198
88.9	n/a	0.001
90.6	n/a	0.254
95.9	n/a	0.192
103.7	n/a	0.197
113.6	n/a	0.199
117.3	n/a	0.223
121.8	n/a	0.192
130.0	n/a	0.182
137.5	n/a	0.193
146.2	n/a	0.204
152.2	n/a	0.196
154.5	n/a	0.264
162.0	n/a	0.188
164.4	n/a	0.232
167.0	n/a	0.209
172.0	n/a	0.001
173.0	n/a	0.001
174.4	n/a	0.340
182.2	n/a	0.202
192.3	n/a	0.221
197.4	n/a	0.247
204.4	n/a	0.192
212.5	n/a	0.187
215.9	n/a	0.253
218.2	n/a	0.259
226.8	n/a	0.205
229.4	n/a	0.215
232.6	n/a	0.198
241.8	n/a	0.174
251.1	n/a	0.213
254.0	n/a	0.213
255.7	n/a	0.001
263.4	n/a	0.229
266.2	n/a	0.226
275.8	n/a	0.202
282.7	n/a	0.237
289.7	n/a	0.230
