onset	duration	response_time
13.5	n/a	0.388
23.0	n/a	0.233
29.9	n/a	0.204
36.1	n/a	0.195
41.7	n/a	0.211
45.6	n/a	0.291
51.4	n/a	0.204
60.1	n/a	0.243
65.2	n/a	0.297
74.9	n/a	0.229
80.9	n/a	0.238
90.2	n/a	0.230
94.3	n/a	0.369
100.8	n/a	0.218
105.4	n/a	0.249
109.6	n/a	0.260
114.0	n/a	0.234
121.6	n/a	0.236
129.9	n/a	0.211
137.8	n/a	0.226
147.9	n/a	0.244
152.5	n/a	0.436
162.7	n/a	0.250
167.3	n/a	0.244
170.6	n/a	0.305
176.8	n/a	0.231
181.7	n/a	0.209
186.7	n/a	0.367
194.1	n/a	0.290
202.5	n/a	0.189
208.0	n/a	0.223
213.2	n/a	0.525
221.8	n/a	0.244
230.2	n/a	0.195
233.1	n/a	0.239
236.3	n/a	0.257
239.0	n/a	0.257
244.6	n/a	0.226
250.3	n/a	0.218
258.3	n/a	0.243
261.9	n/a	0.222
271.2	n/a	0.251
280.2	n/a	0.198
286.1	n/a	0.259
289.5	n/a	0.523
296.5	n/a	0.382
